=== 지오코딩 실패 항목 리스트 (주소 검색 기준) ===
시도 횟수: 8724건 / 성공: 1264건 / 실패: 7460건
--------------------------------------------------------------------------------
행 0 | 도로명: 서울특별시 은평구 증산로3길 20 | 지번: nan | 사유: 검색 결과 없음
행 7725 | 도로명: 서울특별시 중구 퇴계로32길 42-1 | 지번: 서울특별시 중구 예장동 1-21 | 사유: 검색 결과 없음
행 7726 | 도로명: 서울특별시 중구 퇴계로30길 35-4 | 지번: 서울특별시 중구 예장동 1-94 | 사유: 검색 결과 없음
행 7727 | 도로명: 서울특별시 중구 퇴계로34길 16 | 지번: 서울특별시 중구 필동1가 32-7 | 사유: 검색 결과 없음
행 7728 | 도로명: 서울특별시 중구 퇴계로30길 15-4 | 지번: 서울특별시 중구 필동1가 24-3 | 사유: 검색 결과 없음
행 7729 | 도로명: 서울특별시 중구 퇴계로32길 34 | 지번: 서울특별시 중구 예장동 1-14 | 사유: 검색 결과 없음
행 7730 | 도로명: 서울특별시 중구 퇴계로30길 3-2 | 지번: 서울특별시 중구 필동1가 23-9 | 사유: 검색 결과 없음
행 7731 | 도로명: 서울특별시 중구 퇴계로30길 3-2 | 지번: 서울특별시 중구 필동1가 23-9 | 사유: 검색 결과 없음
행 7732 | 도로명: 서울특별시 중구 퇴계로30길 24 | 지번: 서울특별시 중구 예장동 9 | 사유: 검색 결과 없음
행 7733 | 도로명: 서울특별시 중구 퇴계로36가길 38 | 지번: 서울특별시 중구 필동2가 104-1 | 사유: 검색 결과 없음
행 7734 | 도로명: 서울특별시 중구 퇴계로36가길 38 | 지번: 서울특별시 중구 필동2가 104-1 | 사유: 검색 결과 없음
행 7735 | 도로명: 서울특별시 중구 퇴계로36가길 42 | 지번: 서울특별시 중구 필동2가 104-4 | 사유: 검색 결과 없음
행 7736 | 도로명: 서울특별시 중구 퇴계로36가길 50 | 지번: 서울특별시 중구 필동2가 109-2 | 사유: 검색 결과 없음
행 7737 | 도로명: 서울특별시 중구 퇴계로36가길 43-6 | 지번: 서울특별시 중구 필동2가 107-6 | 사유: 검색 결과 없음
행 7738 | 도로명: 서울특별시 중구 퇴계로36가길 43-6 | 지번: 서울특별시 중구 필동2가 107-6 | 사유: 검색 결과 없음
행 7739 | 도로명: 서울특별시 중구 퇴계로36가길 50-3 | 지번: 서울특별시 중구 필동2가 110-8 | 사유: 검색 결과 없음
행 7740 | 도로명: 서울특별시 중구 퇴계로36가길 60 | 지번: 서울특별시 중구 필동2가 116-1 | 사유: 검색 결과 없음
행 7741 | 도로명: 서울특별시 중구 퇴계로36가길 60 | 지번: 서울특별시 중구 필동2가 116-1 | 사유: 검색 결과 없음
행 7742 | 도로명: 서울특별시 중구 퇴계로36가길 70 | 지번: 서울특별시 중구 필동2가 120-1 | 사유: 검색 결과 없음
행 7743 | 도로명: 서울특별시 중구 퇴계로36가길 74 | 지번: 서울특별시 중구 필동2가 120-5 | 사유: 검색 결과 없음
행 7744 | 도로명: 서울특별시 중구 퇴계로36가길 80 | 지번: 서울특별시 중구 필동2가 124-1 | 사유: 검색 결과 없음
행 7745 | 도로명: 서울특별시 중구 퇴계로36가길 82-4 | 지번: 서울특별시 중구 필동2가 124-8 | 사유: 검색 결과 없음
행 7746 | 도로명: 서울특별시 중구 퇴계로36가길 82-13 | 지번: 서울특별시 중구 필동2가 124-6 | 사유: 검색 결과 없음
행 7747 | 도로명: 서울특별시 중구 퇴계로36나길 19-1 | 지번: 서울특별시 중구 필동2가 124-3 | 사유: 검색 결과 없음
행 7748 | 도로명: 서울특별시 중구 퇴계로36가길 82-13 | 지번: 서울특별시 중구 필동2가 124-6 | 사유: 검색 결과 없음
행 7749 | 도로명: 서울특별시 중구 퇴계로36가길 90 | 지번: 서울특별시 중구 필동2가 123-1 | 사유: 검색 결과 없음
행 7750 | 도로명: 서울특별시 중구 퇴계로36가길 83 | 지번: 서울특별시 중구 필동2가 121-3 | 사유: 검색 결과 없음
행 7751 | 도로명: 서울특별시 중구 퇴계로36가길 90-1 | 지번: 서울특별시 중구 필동2가 123-7 | 사유: 검색 결과 없음
행 7752 | 도로명: 서울특별시 중구 퇴계로36가길 90-7 | 지번: 서울특별시 중구 필동2가 123-25 | 사유: 검색 결과 없음
행 7753 | 도로명: 서울특별시 중구 퇴계로36가길 90-11 | 지번: 서울특별시 중구 필동2가 123-27 | 사유: 검색 결과 없음
행 7754 | 도로명: 서울특별시 중구 퇴계로36가길 96 | 지번: 서울특별시 중구 필동2가 128-3 | 사유: 검색 결과 없음
행 7755 | 도로명: 서울특별시 중구 퇴계로36가길 90-5 | 지번: 서울특별시 중구 필동2가 123-10 | 사유: 검색 결과 없음
행 7756 | 도로명: 서울특별시 중구 퇴계로36가길 98 | 지번: 서울특별시 중구 필동2가 128-16 | 사유: 검색 결과 없음
행 7757 | 도로명: 서울특별시 중구 퇴계로36가길 74 | 지번: 서울특별시 중구 필동2가 120-5 | 사유: 검색 결과 없음
행 7758 | 도로명: 서울특별시 중구 퇴계로36가길 38 | 지번: 서울특별시 중구 필동2가 104-1 | 사유: 검색 결과 없음
행 7759 | 도로명: 서울특별시 중구 퇴계로36가길 36-8 | 지번: 서울특별시 중구 필동2가 103-3 | 사유: 검색 결과 없음
행 7760 | 도로명: 서울특별시 중구 퇴계로36가길 64 | 지번: 서울특별시 중구 필동2가 116-3 | 사유: 검색 결과 없음
행 7761 | 도로명: 서울특별시 중구 퇴계로36나길 6 | 지번: 서울특별시 중구 필동2가 84-6 | 사유: 검색 결과 없음
행 7762 | 도로명: 서울특별시 중구 퇴계로36나길 12 | 지번: 서울특별시 중구 필동2가 84-120 | 사유: 검색 결과 없음
행 7763 | 도로명: 서울특별시 중구 퇴계로36나길 20 | 지번: 서울특별시 중구 필동2가 84-56 | 사유: 검색 결과 없음
행 7764 | 도로명: 서울특별시 중구 퇴계로36나길 19-13 | 지번: 서울특별시 중구 필동2가 84-10 | 사유: 검색 결과 없음
행 7765 | 도로명: 서울특별시 중구 퇴계로36나길 27-7 | 지번: 서울특별시 중구 필동2가 84-16 | 사유: 검색 결과 없음
행 7766 | 도로명: 서울특별시 중구 퇴계로36나길 27-7 | 지번: 서울특별시 중구 필동2가 84-16 | 사유: 검색 결과 없음
행 7767 | 도로명: 서울특별시 중구 퇴계로36나길 30 | 지번: 서울특별시 중구 필동2가 84-34 | 사유: 검색 결과 없음
행 7768 | 도로명: 서울특별시 중구 퇴계로36나길 32 | 지번: 서울특별시 중구 필동2가 84-104 | 사유: 검색 결과 없음
행 7769 | 도로명: 서울특별시 중구 퇴계로34길 28 | 지번: 서울특별시 중구 필동2가 84-1 | 사유: 검색 결과 없음
행 7770 | 도로명: 서울특별시 중구 필동로8가길 46 | 지번: 서울특별시 중구 예장동 1-54 | 사유: 검색 결과 없음
행 7771 | 도로명: 서울특별시 중구 필동로8길 61-16 | 지번: 서울특별시 중구 예장동 1-51 | 사유: 검색 결과 없음
행 7772 | 도로명: 서울특별시 중구 필동로8길 57 | 지번: 서울특별시 중구 필동2가 84-99 | 사유: 검색 결과 없음
행 7773 | 도로명: 서울특별시 중구 필동로8길 61-2 | 지번: 서울특별시 중구 필동2가 84-37 | 사유: 검색 결과 없음
행 7774 | 도로명: 서울특별시 중구 필동로8길 59 | 지번: 서울특별시 중구 필동2가 84-98 | 사유: 검색 결과 없음
행 7775 | 도로명: 서울특별시 중구 필동로8길 56 | 지번: 서울특별시 중구 필동2가 84-19 | 사유: 검색 결과 없음
행 7776 | 도로명: 서울특별시 중구 필동로8길 50-9 | 지번: 서울특별시 중구 필동2가 84-12 | 사유: 검색 결과 없음
행 7777 | 도로명: 서울특별시 중구 필동로8길 48 | 지번: 서울특별시 중구 예장동 1-148 | 사유: 검색 결과 없음
행 7778 | 도로명: 서울특별시 중구 퇴계로36나길 19-13 | 지번: 서울특별시 중구 필동2가 84-10 | 사유: 검색 결과 없음
행 7779 | 도로명: 서울특별시 중구 퇴계로36나길 19-13 | 지번: 서울특별시 중구 필동2가 84-10 | 사유: 검색 결과 없음
행 7780 | 도로명: 서울특별시 중구 필동로8길 32-16 | 지번: 서울특별시 중구 예장동 1-174 | 사유: 검색 결과 없음
행 7781 | 도로명: 서울특별시 중구 필동로8길 32-14 | 지번: 서울특별시 중구 예장동 1-126 | 사유: 검색 결과 없음
행 7782 | 도로명: 서울특별시 중구 필동로8길 32-11 | 지번: 서울특별시 중구 예장동 1-140 | 사유: 검색 결과 없음
행 7783 | 도로명: 서울특별시 중구 필동로8길 36 | 지번: 서울특별시 중구 예장동 1-136 | 사유: 검색 결과 없음
행 7784 | 도로명: 서울특별시 중구 필동로8길 31 | 지번: 서울특별시 중구 예장동 1-159 | 사유: 검색 결과 없음
행 7785 | 도로명: 서울특별시 중구 필동로8길 39 | 지번: 서울특별시 중구 예장동 1-155 | 사유: 검색 결과 없음
행 7786 | 도로명: 서울특별시 중구 필동로8길 43 | 지번: 서울특별시 중구 예장동 1-151 | 사유: 검색 결과 없음
행 7787 | 도로명: 서울특별시 중구 필동로8길 53 | 지번: 서울특별시 중구 필동2가 84-50 | 사유: 검색 결과 없음
행 7788 | 도로명: 서울특별시 중구 필동로8길 49-5 | 지번: 서울특별시 중구 예장동 1-150 | 사유: 검색 결과 없음
행 7789 | 도로명: 서울특별시 중구 필동로8길 49-5 | 지번: 서울특별시 중구 예장동 1-150 | 사유: 검색 결과 없음
행 7790 | 도로명: 서울특별시 중구 필동로8가길 22 | 지번: 서울특별시 중구 예장동 1-154 | 사유: 검색 결과 없음
행 7791 | 도로명: 서울특별시 중구 필동로8가길 14 | 지번: 서울특별시 중구 예장동 1-157 | 사유: 검색 결과 없음
행 7792 | 도로명: 서울특별시 중구 필동로8가길 14 | 지번: 서울특별시 중구 예장동 1-157 | 사유: 검색 결과 없음
행 7793 | 도로명: 서울특별시 중구 필동로8가길 14 | 지번: 서울특별시 중구 예장동 1-157 | 사유: 검색 결과 없음
행 7794 | 도로명: 서울특별시 중구 필동로8가길 14 | 지번: 서울특별시 중구 예장동 1-157 | 사유: 검색 결과 없음
행 7795 | 도로명: 서울특별시 중구 필동로8가길 10 | 지번: 서울특별시 중구 예장동 1-164 | 사유: 검색 결과 없음
행 7796 | 도로명: 서울특별시 중구 필동로8가길 3 | 지번: 서울특별시 중구 예장동1-165 | 사유: 검색 결과 없음
행 7797 | 도로명: 서울특별시 중구 필동로8가길 1 | 지번: 서울특별시 중구 필동2가 134-14 | 사유: 검색 결과 없음
행 7798 | 도로명: 서울특별시 중구 필동로8길 30 | 지번: 서울특별시 중구 예장동 1-135 | 사유: 검색 결과 없음
행 7799 | 도로명: 서울특별시 중구 필동로8가길 1 | 지번: 서울특별시 중구 필동2가 134-14 | 사유: 검색 결과 없음
행 7800 | 도로명: 서울특별시 중구 필동로8길 19 | 지번: 서울특별시 중구 필동2가 134-9 | 사유: 검색 결과 없음
행 7801 | 도로명: 서울특별시 중구 필동로8길 12-6 | 지번: 서울특별시 중구 필동2가 128-18 | 사유: 검색 결과 없음
행 7802 | 도로명: 서울특별시 중구 필동로8길 12-6 | 지번: 서울특별시 중구 필동2가 128-18 | 사유: 검색 결과 없음
행 7803 | 도로명: 서울특별시 중구 필동로6길 18 | 지번: 서울특별시 중구 필동2가 132-2 | 사유: 검색 결과 없음
행 7804 | 도로명: 서울특별시 중구 필동로6길 30 | 지번: 서울특별시 중구 필동2가 134-2 | 사유: 검색 결과 없음
행 7805 | 도로명: 서울특별시 중구 필동로6길 40 | 지번: 서울특별시 중구 필동2가 134-27 | 사유: 검색 결과 없음
행 7806 | 도로명: 서울특별시 중구 필동로6길 40 | 지번: 서울특별시 중구 필동2가 134-27 | 사유: 검색 결과 없음
행 7807 | 도로명: 서울특별시 중구 필동로6길 40 | 지번: 서울특별시 중구 필동2가 134-27 | 사유: 검색 결과 없음
행 7808 | 도로명: 서울특별시 중구 필동로6길 40 | 지번: 서울특별시 중구 필동2가 134-27 | 사유: 검색 결과 없음
행 7809 | 도로명: 서울특별시 중구 필동로6길 40 | 지번: 서울특별시 중구 필동2가 134-27 | 사유: 검색 결과 없음
행 7810 | 도로명: 서울특별시 중구 필동로6길 40 | 지번: 서울특별시 중구 필동2가 134-27 | 사유: 검색 결과 없음
행 7811 | 도로명: 서울특별시 중구 필동로6길 40 | 지번: 서울특별시 중구 필동2가 134-27 | 사유: 검색 결과 없음
행 7812 | 도로명: 서울특별시 중구 필동로6길 40 | 지번: 서울특별시 중구 필동2가 134-27 | 사유: 검색 결과 없음
행 7813 | 도로명: 서울특별시 중구 필동로6길 40 | 지번: 서울특별시 중구 필동2가 134-27 | 사유: 검색 결과 없음
행 7814 | 도로명: 서울특별시 중구 필동로6길 40 | 지번: 서울특별시 중구 필동2가 134-27 | 사유: 검색 결과 없음
행 7815 | 도로명: 서울특별시 중구 필동로8가길 14 | 지번: 서울특별시 중구 예장동 1-157 | 사유: 검색 결과 없음
행 7816 | 도로명: 서울특별시 중구 필동로8가길 28 | 지번: 서울특별시 중구 예장동 1-152 | 사유: 검색 결과 없음
행 7817 | 도로명: 서울특별시 중구 필동로8길 20 | 지번: 서울특별시 중구 필동2가 128-27 | 사유: 검색 결과 없음
행 7818 | 도로명: 서울특별시 중구 필동로8길 16 | 지번: 서울특별시 중구 필동2가 134-1 | 사유: 검색 결과 없음
행 7819 | 도로명: 서울특별시 중구 필동로8길 60 | 지번: 서울특별시 중구 필동2가 84-113 | 사유: 검색 결과 없음
행 7820 | 도로명: 서울특별시 중구 필동로8길 60 | 지번: 서울특별시 중구 필동2가 84-113 | 사유: 검색 결과 없음
행 7821 | 도로명: 서울특별시 중구 필동로8길 43 | 지번: 서울특별시 중구 예장동 1-151 | 사유: 검색 결과 없음
행 7822 | 도로명: 서울특별시 중구 수표로 22 | 지번: 서울특별시 중구 충무로3가 24-1 | 사유: 검색 결과 없음
행 7823 | 도로명: 서울특별시 중구 퇴계로27길 41 | 지번: 서울특별시 중구 충무로3가 24-5 | 사유: 검색 결과 없음
행 7824 | 도로명: 서울특별시 중구 퇴계로27길 40 | 지번: 서울특별시 중구 충무로3가 25-18 | 사유: 검색 결과 없음
행 7825 | 도로명: 서울특별시 중구 퇴계로27길 42 | 지번: 서울특별시 중구 충무로3가 23-3 | 사유: 검색 결과 없음
행 7826 | 도로명: 서울특별시 중구 수표로4길 6 | 지번: 서울특별시 중구 충무로3가 59-11 | 사유: 검색 결과 없음
행 7827 | 도로명: 서울특별시 중구 수표로4길 14 | 지번: 서울특별시 중구 충무로3가 59-17 | 사유: 검색 결과 없음
행 7828 | 도로명: 서울특별시 중구 퇴계로27길 28 | 지번: 서울특별시 중구 충무로3가 57-8 | 사유: 검색 결과 없음
행 7829 | 도로명: 서울특별시 중구 수표로4길 26 | 지번: 서울특별시 중구 충무로3가 57-1 | 사유: 검색 결과 없음
행 7830 | 도로명: 서울특별시 중구 수표로2길 22 | 지번: 서울특별시 중구 필동1가 3-7 | 사유: 검색 결과 없음
행 7831 | 도로명: 서울특별시 중구 퇴계로27길 14 | 지번: 서울특별시 중구 필동1가 3-19 | 사유: 검색 결과 없음
행 7832 | 도로명: 서울특별시 중구 퇴계로27길 12-4 | 지번: 서울특별시 중구 필동1가 9-1 | 사유: 검색 결과 없음
행 7833 | 도로명: 서울특별시 중구 퇴계로27길 2-1 | 지번: 서울특별시 중구 필동1가 10-12 | 사유: 검색 결과 없음
행 7834 | 도로명: 서울특별시 중구 퇴계로31길 5 | 지번: 서울특별시 중구 필동1가 10-7 | 사유: 검색 결과 없음
행 7835 | 도로명: nan | 지번: 서울특별시 중랑구 상봉1동 154-22 | 사유: 검색 결과 없음
행 7836 | 도로명: nan | 지번: 서울특별시 중랑구 상봉1동 785 | 사유: 검색 결과 없음
행 7837 | 도로명: nan | 지번: 서울특별시 중랑구 상봉1동 660-4 | 사유: 검색 결과 없음
